Number of words in vocabulary 		: 56054
Number of tags 			: 473
Min of sentence 		: 3
Max of sentence 		: 1960
Avg of sentence 		: 178.82925015867258
Number of tags 		: 473
Total words 		: 9861539
------------------------------------------------------------ 


Frequency of tags in dataset:
AT 97959
WDT+BEZ-NC 2
.-NC 16
NP+HVZ-NC 1
HVZ-NC 2
CD-NC 5
QL-NC 2
WPS+BEZ-NC 2
PP$-NC 13
DT+BEZ-NC 1
RB+BEZ-NC 1
WDT-NC 7
BEDZ-NC 8
VBD-NC 11
RP-NC 5
VBZ-NC 7
VBG-NC 16
PPSS+MD-NC 2
*-NC 1
EX-NC 1
BER*-NC 1
AP-NC 2
DO-NC 2
BED-NC 3
CC-NC 5
PPS+BEZ-NC 3
MD-NC 2
PPSS+BER-NC 1
CS-NC 5
NNS$-NC 2
PPL-NC 2
RBR-NC 1
BEZ-NC 5
OD-NC 1
NP+BEZ-NC 3
ABN-NC 1
WPS-NC 3
JJT-NC 1
DOD-NC 1
WPO-NC 1
BEM-NC 2
NPS-NC 2
NN+NN-NC 1
JJ+JJ-NC 2
AP+AP-NC 1
VB+JJ-NC 1
VB+VB-NC 1
WPS-HL 2
FW-QL 1
JJ-TL-NC 1
FW-JJT 1
WPS+BEZ-TL 1
HVG-HL 1
FW-DT+BEZ 2
EX+HVD 3
WPS+HVZ 2
PN+MD 3
VB+TO 4
DT+MD 3
HV+TO 3
MD+TO 2
MD+PPSS 1
NR+MD 1
NN+IN 1
RP+IN 4
BEM* 9
PN+BEZ 7
WPS+HVD 6
NN+HVD-TL 1
WDT+DOD 1
NN+BEZ-TL 2
WRB+DO 1
WRB+IN 1
NP+HVZ 6
WRB+DOD 6
WRB+MD 1
EX+HVZ 2
NN+HVZ-TL 1
PPSS+VB 2
WRB+BER 1
NNS+MD 2
PPSS+BEZ 1
PPSS+BEZ* 1
RBR+CS 1
NP+MD 2
TO+VB 2
IN+PPO 1
IN+IN 1
DO+PPSS 1
VB+AT 2
WRB+DOZ 1
DTS+BEZ 2
WDT+DO+PPS 1
RB+CS 3
WRB+DOD* 1
WDT+BER 1
FW-OD-NC 1
FW-PPSS+HV 1
PN+HVD 1
FW-UH-TL 1
------------------------------------------------------------ 


Word with more than 1 tag:
The {'AT': 6725, 'AT-TL': 452, 'AT-HL': 81}
Fulton {'NP-TL': 10, 'NP': 7}
County {'NN-TL': 82, 'NN': 3}
Grand {'JJ-TL': 15, 'FW-JJ-TL': 3}
Jury {'NN-TL': 3, 'NN': 1}
said {'VBD': 1738, 'VBN': 204, 'VBN-HL': 1}
Friday {'NR': 55, 'NR-TL': 4, 'NP': 1}
an {'AT': 3518, 'AT-HL': 10, 'NIL': 2, 'AT-NC': 1, 'CC': 11}
of {'IN': 34864, 'IN-TL': 1003, 'IN-HL': 206, 'IN-NC': 3, 'IN-TL-HL': 2, 'NIL': 2}
primary {'NN': 15, 'JJ': 76, 'JJ-HL': 2}
produced {'VBD': 28, 'VBN': 62}
no {'AT': 1575, 'RB': 67, 'QL': 134, 'AT-HL': 2, 'RB-NC': 3}
evidence {'NN': 200, 'VB': 1}
that {'CS': 6419, 'WPS': 1638, 'DT': 1975, 'QL': 54, 'WPO': 135, 'CS-HL': 1, 'DT-NC': 6, 'NIL': 1, 'WPS-NC': 3, 'WPO-NC': 1, 'CS-NC': 2, 'WPS-HL': 2}
any {'DTI': 1286, 'QL': 12, 'DTI-HL': 2, 'RB': 1}
place {'NN': 473, 'VB': 53, 'NN-HL': 1, 'NN-NC': 1}
. {'.': 48812, '.-HL': 534}
jury {'NN': 62, 'NN-HL': 1}
further {'RBR': 89, 'JJR': 68, 'VB': 8, 'AP': 29}
in {'IN': 18975, 'RP': 461, 'IN-HL': 67, 'IN-TL': 22, 'IN-NC': 2, 'RP-HL': 2, 'NN': 1, 'NIL': 3, 'RP-NC': 2, 'FW-IN': 1}
the {'AT': 62288, 'AT-TL': 223, 'AT-HL': 172, 'AT-NC': 26, 'NIL': 3, 'AT-TL-HL': 1}
City {'NN-TL': 128, 'NN': 5, 'NN-TL-HL': 1}
Executive {'JJ-TL': 5, 'NN-TL': 4}
Committee {'NN-TL': 86, 'NN': 2}
, {',': 58153, ',-HL': 171, 'FW-RB-TL': 1, ',-TL': 4, ',-NC': 5}
which {'WDT': 3535, 'NIL': 1, 'WDT-NC': 3, 'WDT-HL': 1}
had {'HVD': 4864, 'HVN': 236, 'HVD-HL': 1, 'NIL': 1}
over-all {'JJ': 33, 'JJ-HL': 2}
charge {'NN': 104, 'VB': 15, 'NN-NC': 1}
praise {'NN': 13, 'VB': 4}
and {'CC': 27676, 'CC-TL': 134, 'CC-HL': 100, 'CC-TL-HL': 1, 'NIL': 3, 'CC-NC': 1}
thanks {'NNS': 26, 'NNS-HL': 1}
Atlanta {'NP-TL': 4, 'NP': 31}
for {'IN': 8363, 'IN-TL': 50, 'IN-HL': 45, 'CS': 372, 'RB': 5, 'NN': 3, 'IN-NC': 3}
was {'BEDZ': 9768, 'BEDZ-HL': 1, 'BEDZ-NC': 8}
conducted {'VBN': 41, 'VBD': 14}
term {'NN': 75, 'NN-HL': 1, 'VB': 3}
charged {'VBN': 38, 'VBD': 17, 'VBN-HL': 2}
by {'IN': 5021, 'IN-HL': 17, 'IN-TL': 2, 'RB': 58, 'NIL': 1, 'IN-NC': 4}
Superior {'JJ-TL': 15, 'JJ': 1}
Court {'NN-TL': 109, 'NN-HL': 1}
Judge {'NN-TL': 38, 'VB': 1}
to {'TO': 14679, 'IN': 10903, 'IN-HL': 62, 'TO-HL': 50, 'IN-TL': 12, 'NPS': 1, 'NIL': 3, 'QL': 1, 'TO-NC': 13, 'IN-NC': 8}
reports {'NNS': 65, 'VBZ': 12, 'VBZ-HL': 1}
won {'VBN': 22, 'VBD': 45, 'VBD-HL': 1}
Allen {'NP': 15, 'NP-TL': 5}
Jr. {'NP': 67, 'NP-HL': 8}
Only {'RB': 94, 'AP': 5, 'QL': 3}
a {'AT': 21824, 'AT-HL': 40, 'FW-IN': 4, 'NIL': 3, 'AT-NC': 7, 'NN': 1, 'FW-IN-TL': 1, 'AT-TL': 1}
relative {'JJ': 43, 'NN': 1}
such {'JJ': 903, 'ABL': 274, 'QL': 15}
received {'VBN': 96, 'VBD': 65, 'VBN-HL': 2}
considering {'IN': 16, 'VBG': 23}
widespread {'JJ': 29, 'RB': 1}
interest {'NN': 319, 'NN-HL': 1, 'VB': 3}
number {'NN': 461, 'NN-HL': 3, 'VB': 1, 'NN-NC': 2}
size {'NN': 133, 'VB': 2, 'NN-HL': 3}
this {'DT': 3963, 'DT-HL': 1, 'QL': 1, 'DT-NC': 1}
city {'NN': 257, 'NN-HL': 2}
it {'PPS': 3823, 'PPO': 2876, 'PPO-HL': 1, 'PPS-HL': 18, 'PPS-NC': 3, 'PPO-NC': 1, 'UH': 1}
did {'DOD': 993, 'DOD-NC': 1}
find {'VB': 392, 'NN': 3}
many {'AP': 894, 'ABN': 20, 'QL': 8, 'AP-HL': 1, 'NIL': 1, 'AP-NC': 1}
are {'BER': 4317, 'BER-HL': 11, 'BER-NC': 5}
or {'CC': 4102, 'CC-TL': 2, 'NIL': 1, 'CC-HL': 12, 'CC-NC': 1}
It {'PPS': 2030, 'PPO-TL': 2, 'PPS-TL': 5}
recommended {'VBD': 17, 'VBN': 29}
act {'VB': 74, 'NN': 92, 'NN-HL': 1}
have {'HV': 3878, 'HV-HL': 3, 'HV-NC': 11}
studied {'VBN': 44, 'VBD': 34, 'VBN-HL': 1}
revised {'VBN': 9, 'VBD': 5}
end {'NN': 358, 'VB': 40, 'NN-HL': 2}
modernizing {'VBG': 2, 'NN': 1, 'VBG-HL': 1}
them {'PPO': 1774, 'DTS': 10, 'PPO-HL': 1, 'NIL': 1}
commented {'VBD': 16, 'VBN': 2}
on {'IN': 5777, 'IN-TL': 33, 'RP': 556, 'IN-HL': 22, 'NIL': 2, 'IN-NC': 5}
other {'AP': 1621, 'AP-HL': 6}
among {'IN': 313, 'NIL': 1}
purchasing {'VBG': 13, 'NN': 1}
well {'QL': 68, 'RB': 631, 'JJ': 14, 'NN': 17, 'UH': 22, 'QL-HL': 1, 'VB': 4}
operated {'VBN': 19, 'VBD': 8}
generally {'RB': 115, 'QL': 3, 'RB-HL': 1}
accepted {'VBN': 66, 'VBD': 28}
practices {'NNS': 45, 'VBZ': 1, 'NNS-HL': 4}
best {'JJT': 284, 'RBT': 51, 'JJT-HL': 2, 'VB': 1, 'QL': 3}
proposed {'VBN-HL': 2, 'VBN': 61, 'VBD': 19}
However {'WRB': 25, 'WQL': 6, 'RB': 139}
two {'CD': 1310, 'CD-HL': 1}
should {'MD': 862, 'MD-HL': 3}
be {'BE': 6329, 'BE-HL': 13, 'NIL': 2}
combined {'VBN': 33, 'VBD': 6}
greater {'JJR': 180, 'JJR-HL': 1}
efficiency {'NN': 47, 'NN-HL': 1}
cost {'NN': 176, 'VB': 29, 'VBD': 10, 'VBN': 5, 'NN-HL': 3}
Purchasing {'VBG-TL': 1, 'NN-TL': 1, 'VBG-HL': 1}
Department {'NN-TL': 162, 'NN': 2}
is {'BEZ': 9976, 'BEZ-HL': 28, 'NIL': 1, 'BEZ-NC': 5, 'BEZ-TL': 1}
lacking {'VBG': 25, 'VBG-HL': 1}
experienced {'VBN': 43, 'VBD': 9, 'JJ': 1}
personnel {'NNS': 69, 'NNS-HL': 2, 'FW-JJ': 1}
as {'CS': 5552, 'QL': 1046, 'CS-HL': 7, 'IN': 96, 'CS-TL': 1, 'RB': 3, 'NIL': 1}
result {'NN': 196, 'VB': 47}
policies {'NNS': 60, 'NNS-HL': 6}
urged {'VBD': 21, 'VBN-HL': 1, 'VBN': 12}
take {'VB': 572, 'NN': 4, 'VB-HL': 1}
steps {'NNS': 113, 'VBZ': 1, 'NNS-HL': 1}
remedy {'VB': 3, 'NN': 10}
problem {'NN': 309, 'NN-HL': 3}
automobile {'NN': 41, 'NN-HL': 2}
title {'NN': 51, 'NN-HL': 1}
also {'RB': 997, 'RB-HL': 2}
next {'AP': 289, 'IN': 37, 'QL': 2, 'AP-HL': 2, 'RB': 32}
funds {'NNS': 87, 'NNS-HL': 3}
effective {'JJ': 127, 'JJ-HL': 1}
date {'NN': 97, 'VB': 5}
so {'CS': 419, 'QL': 890, 'RB': 446}
orderly {'JJ': 19, 'NN': 1}
may {'MD': 1288, 'MD-HL': 2, 'NIL': 1, 'NP': 1}
effected {'VBN': 10, 'VBD': 1, 'VBN-HL': 1}
at {'IN': 4947, 'IN-HL': 8, 'IN-TL': 4, 'IN-NC': 4}
State {'NN-TL': 250, 'NN': 9, 'NN-TL-HL': 1, 'NN-TL-NC': 3}
Welfare {'NN-TL': 6, 'NN': 1}
handling {'NN': 23, 'VBG': 13, 'VBG-HL': 1}
federal {'JJ': 111, 'JJ-HL': 1}
granted {'VBN': 46, 'VBD': 7}
child {'NN': 209, 'NN-NC': 1}
welfare {'NN': 45, 'NN-HL': 1}
services {'NNS': 125, 'VBZ': 1, 'NNS-HL': 2}
foster {'JJ': 2, 'VB': 3}
This {'DT': 1175, 'DT-TL': 4}
one {'CD': 2381, 'PN': 481, 'CD-HL': 3, 'CD-NC': 5, 'PN-NC': 1, 'DTX': 2}
major {'JJ': 219, 'NN': 5, 'VB': 1, 'JJ-HL': 2}
general {'JJ': 289, 'NN': 20, 'JJ-HL': 2}
assistance {'NN': 82, 'NN-HL': 3}
program {'NN': 363, 'VB': 5, 'NN-HL': 4, 'NIL': 1}
but {'CC': 2847, 'IN': 128, 'RB': 26, 'CC-HL': 3, 'CC-NC': 3}
has {'HVZ': 2422, 'NIL': 1, 'HVZ-NC': 2}
fit {'JJ': 8, 'VB': 38, 'VBN': 11, 'NN': 14, 'VB-HL': 1, 'NN-HL': 1, 'VBD': 1}
through {'IN': 878, 'RP': 61, 'IN-HL': 2}
all {'ABN': 2545, 'QL': 176, 'ABN-HL': 2, 'RB': 2, 'ABN-NC': 1}
state {'NN': 519, 'VB': 20, 'NN-HL': 5}
with {'IN': 6993, 'IN-HL': 12, 'RB': 3, 'IN-NC': 4}
money {'NN': 258, 'NN-HL': 1}
they {'PPSS': 2771, 'PPSS-HL': 2}
distribution {'NN': 77, 'NN-HL': 6}
might {'MD': 657, 'NN': 12, 'MD-HL': 1}
our {'PP$': 1140, 'PP$-HL': 1, 'PP$-NC': 1}
less {'QL': 181, 'AP': 224, 'RBR': 19, 'AP-HL': 2}
we {'PPSS': 1956, 'PPSS-HL': 17}
feel {'VB': 201, 'NN': 15}
future {'NN': 132, 'JJ': 81, 'NN-HL': 2}
some {'DTI': 1385, 'DTI-HL': 2, 'RB': 19, 'DTI-TL': 1}
do {'DO': 1253, 'DO-HL': 4, 'DO-NC': 2}
will {'MD': 2098, 'MD-HL': 6, 'NN': 99, 'VB': 1}
burden {'NN': 43, 'VB': 1}
court {'NN': 113, 'NN-TL': 3, 'VB': 2, 'NN-HL': 2}
under {'IN': 631, 'RB': 14, 'IN-HL': 1, 'JJ': 2}
fire {'NN': 159, 'VB': 10, 'NN-HL': 1}
its {'PP$': 1777, 'PP$-HL': 3}
awarding {'NN': 1, 'VBG': 2}
fees {'NNS': 26, 'NNS-HL': 1}
protected {'VBN-HL': 1, 'VBN': 25, 'VBD': 5}
found {'VBD': 268, 'VBN': 267, 'VB': 1}
incorporated {'VBN': 10, 'VBD': 2}
into {'IN': 1775, 'IN-HL': 4, 'NIL': 3}
operating {'VBG': 80, 'VBG-HL': 1}
procedures {'NNS': 59, 'NNS-HL': 2}
previous {'JJ': 74, 'RB': 2, 'AP': 8}
Bar {'NN-TL': 10, 'NN': 1}
Association {'NN-TL': 85, 'NN-TL-HL': 1}
interim {'NN': 5, 'JJ': 5}
citizens {'NNS': 77, 'NNS-HL': 1}
These {'DTS': 344, 'DTS-HL': 1}
fact {'NN': 446, 'NN-HL': 1}
effect {'NN': 197, 'VB': 16}
from {'IN': 4187, 'IN-HL': 19, 'IN-TL': 1}
costs {'NNS': 152, 'VBZ': 12, 'NNS-HL': 8}
appointed {'VBN': 34, 'VBD': 8}
elected {'VBN': 29, 'VBD': 2, 'VBN-HL': 1}
new {'JJ': 1036, 'JJ-HL': 24}
when {'WRB': 1741, 'WRB-HL': 3, 'WRB-NC': 2}
management {'NN': 85, 'NN-HL': 3}
takes {'VBZ': 85, 'VBZ-HL': 1}
Jan. {'NP': 16, 'NP-HL': 4}
1 {'CD': 326, 'CD-HL': 65, 'CD-TL': 130, 'CD-TL-HL': 5, 'NN': 1}
influences {'NNS': 10, 'VBZ': 3, 'NNS-HL': 1}
not {'*': 4415, '*-HL': 7, '*-NC': 1}
elaborate {'VB': 6, 'JJ': 25}
added {'VBD': 81, 'VBN': 89, 'VBN-HL': 1}
there {'EX': 1352, 'RB': 521, 'RB-HL': 3, 'EX-NC': 1}
pricing {'VBG': 5, 'NN': 2}
keeping {'VBG': 54, 'NN': 3}
Ask {'VB-HL': 1, 'VB': 8, 'VB-TL': 3}
jail {'NN-HL': 1, 'NN': 16}
deputies {'NNS-HL': 1, 'NNS': 12}
On {'IN': 328, 'IN-HL': 2, 'IN-TL': 14, 'RP-TL': 1, 'IN-NC': 1}
matters {'NNS': 59, 'VBZ': 5}
: {':': 1558, ':-HL': 138, 'NP': 1, ':-TL': 22, '.': 46, '.-HL': 8, ',': 1, 'IN': 20, 'NIL': 1}
( {'(': 2263, '(-HL': 162, 'NIL': 10}
) {')': 2272, ')-HL': 184, 'NIL': 10}
Four {'CD': 22, 'CD-HL': 3, 'CD-TL': 9}
employed {'VBN': 43, 'VBD': 6}
medical {'JJ': 117, 'JJ-HL': 1}
2 {'CD': 235, 'CD-TL': 138, 'CD-HL': 72, 'IN': 1}
work {'VB': 179, 'NN': 571, 'NN-HL': 4, 'NN-NC': 1}
pass {'VB': 63, 'NN': 23}
permit {'VB': 65, 'NN': 10}
fair {'JJ': 61, 'NN': 4, 'JJ-HL': 1, 'RB': 2}
plan {'NN': 164, 'VB': 29, 'NN-HL': 2, 'VB-HL': 1}
praised {'VBD': 8, 'VBN': 5}
operation {'NN': 104, 'NN-HL': 2}
Police {'NNS-TL': 13, 'NNS': 6, 'NNS-HL': 1, 'NN': 1}
Tax {'NN-TL': 9, 'NN': 1}
Office {'NN-TL': 40, 'NN': 1}
Grady {'NP-TL': 4, 'NP': 1}
Hospital {'NN-TL': 33, 'NN': 2}
Health {'NN-TL': 16, 'NN': 1}
Mayor {'NN-TL': 29, 'NN-TL-HL': 1}
William {'NP': 145, 'NP-TL': 1, 'NP-HL': 1}
B. {'NP': 66, 'NP-TL': 10, 'OOV': 3}
filed {'VBD': 12, 'VBN': 21}
suit {'NN': 40, 'VB': 8}
divorce {'NN': 23, 'VB': 6}
his {'PP$': 6418, 'PP$$': 36, 'NIL': 2, 'PP$-NC': 8, 'PP$-TL': 2}
Pearl {'NP': 2, 'NN-TL': 4}
His {'PP$': 528, 'PP$$': 1, 'PP$-TL': 1}
petition {'NN': 14, 'VB': 1}
married {'VBN': 81, 'VBD': 21}
Aug. {'NP': 12, 'NP-HL': 13}
They {'PPSS': 846, 'PPSS-TL': 1}
son {'NN': 139, 'NN-HL': 1}
Mrs. {'NP': 532, 'NP-HL': 2}
J. {'NP': 117, 'NP-TL': 3}
M. {'NP': 60, 'NP-HL': 1, 'NP-TL': 1}
Attorneys {'NNS': 2, 'NNS-TL': 1}
property {'NN': 148, 'NN-HL': 5}
agreed {'VBN': 29, 'VBD': 52}
upon {'RB': 44, 'IN': 431}
listed {'VBD': 11, 'VBN': 31}
age {'NN': 212, 'VB': 2, 'FW-NN': 1}
wife's {'NN$': 14, 'NN+BEZ': 1}
birth {'NN': 47, 'NN-HL': 16}
Ala. {'NP': 6, 'NP-HL': 1}
lived {'VBN': 41, 'VBD': 72}
together {'RB': 259, 'RB-HL': 1}
man {'NN': 1144, 'NN-HL': 2, 'VB': 3, 'NN-NC': 2}
more {'AP': 937, 'QL': 995, 'RBR': 192, 'AP-HL': 4, 'NIL': 1, 'RBR-NC': 1}
than {'IN': 496, 'CS': 1288, 'CS-HL': 1, 'CS-NC': 2, 'IN-NC': 1}
year {'NN': 641, 'NN-HL': 6, 'NIL': 2}
home {'NR': 301, 'NN': 217, 'NN-HL': 1, 'NR-HL': 1, 'NR-NC': 1, 'NN-NC': 4, 'VB': 1}
E. {'NP': 83, 'NP-HL': 1, 'JJ-TL': 1, 'NP-TL': 1}
Aj {'NN': 106, 'NP-TL': 11, 'NN-HL': 1}
Henry {'NP': 80, 'NP-TL': 3}
L. {'NP': 53, 'NP-HL': 1}
brief {'JJ': 61, 'NN': 8, 'NN-HL': 1}
since {'IN': 148, 'CS': 278, 'RB': 29}
back {'RB': 721, 'VB': 25, 'NN': 176, 'RB-HL': 1, 'JJ': 27}
present {'JJ': 220, 'RB': 63, 'NN': 44, 'VB': 39, 'AP': 4}
He {'PPS': 2980, 'PPS-TL': 1, 'PPS-HL': 1}
succeeded {'VBN': 15, 'VBD': 18}
who {'WPS': 2191, 'WPO': 1}
13 {'CD': 38, 'CD-TL': 8, 'CD-HL': 3}
after {'CS': 270, 'IN': 541, 'RB': 10, 'IN-TL': 1, 'RP': 1}
announced {'VBD': 53, 'VBN': 35}
he {'PPS': 6561, 'PPS-NC': 3, 'NIL': 2}
would {'MD': 2674, 'MD-HL': 3}
run {'VB': 122, 'NN': 52, 'VBN': 31, 'VBD': 1}
Georgia {'NP': 31, 'NP-TL': 14, 'NP-HL': 1}
Republicans {'NPS': 28, 'NPS-HL': 1}
getting {'VBG': 156, 'NN': 2}
strong {'JJ': 191, 'RB': 3}
race {'NN': 94, 'VB': 4, 'NN-HL': 2}
top {'JJS': 67, 'NN': 129, 'VB': 3}
official {'NN': 20, 'JJ': 52}
Robert {'NP': 81, 'NP-TL': 2}
GOP {'NN': 12, 'NN-HL': 1}
meeting {'NN': 122, 'VBG': 29}
held {'VBN': 130, 'VBD': 125, 'VBN-HL': 4}
Tuesday {'NR': 53, 'NR-TL': 1, 'NR-NC': 3, 'NR-HL': 1}
Blue {'JJ-TL': 42, 'JJ': 2, 'NP': 2}
brought {'VBD': 133, 'VBN': 119, 'VBD-HL': 1}
Party {'NN-TL': 19, 'NN': 2}
James {'NP': 92, 'NP-TL': 9}
W. {'NP': 79, 'NP-HL': 1, 'JJ-TL': 1, 'NP-TL': 2}
picking {'VBG': 13, 'NN': 1}
up {'RP': 1694, 'RP-HL': 4, 'IN': 173, 'RP-NC': 1, 'IN-NC': 2}
rally {'NN': 5, 'VB': 5}
8 {'CD': 79, 'CD-TL': 17, 'CD-HL': 8, 'CD-TL-HL': 2}
Savannah {'NP': 8, 'NP-TL': 1}
newly {'RB': 26, 'JJ': 2}
Texas {'NP': 44, 'NP-HL': 8, 'NP-TL': 17}
John {'NP': 303, 'NP-HL': 9, 'NP-TL': 47, 'NN-TL': 1}
featured {'VBN': 5, 'VBD': 3}
speaker {'NN': 22, 'NN-HL': 2}
In {'IN': 1756, 'IN-TL': 42, 'IN-HL': 2, 'RP': 1}
warned {'VBN': 8, 'VBD': 14}
